X,Y,OBJECTID,ATF_CODE,FACILITY,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,CITY,STATUS,CONTAINE_2,proportionToHere
1575416.475,5179203.72,2973,11389,Aerofast Tiedowns  LTD,2 Shivas Place,Bromley,PO Box 19 902,,Christchurch,current 2009/10,24,0.0007527505398938392
1748154.498,5916474.558,2974,11395,Harris Race Car Parts Ltd,12 Bancroft Crescent,Glendene  Z2,PO Box 20 267,Glen Eden  0641,Auckland,current 2009/10,2,1.1915410638098297e-06
1765056.026,5902384.951,2975,11396,Heller Tasty Ltd (AKL),10 Ha Crescent,Wiri,10 Ha Crescent,Wiri,Auckland,current 2009/10,105,0.0002880453303660614
1753297.951,5932589.898,2979,11434,Sundance Spas NZ,2 Tawa Drive,"Albany, Zone 3",PO Box 128-231,Remuera,Auckland International Airport,current 2009/10,6,1.1915410638098297e-06
1768128.981,5911128.578,2980,11435,York Precision Plastics NZ Ltd,60a Cryers Road,"East Tamaki, Auckland - Zone 2",PO Box 58363,Greenmount,Auckland,current 2009/10,48,0.0002880453303660614
1565074.675,5178293.541,2981,11437,Cornall (Merchandise) NZ Ltd (Artia),6C Michelle Road,Sockburn,6C Michelle Road,Sockburn,Christchurch,current 2009/10,2,1.7572828390663113e-07
1676703.962,5405307.593,2984,11448,Provincial Cold Stores Ltd,239 Old Renwick Road,Blenheim,PO Box 153,Blenheim,Blenheim,current 2009/10,14,4.6531385176110034e-05
1575030.361,5176193.307,2985,11459,Rockgas Woolston Storage Yard,8 Caerphilly Place,Woolston,PO Box 7195,,Christchurch,current 2009/10,1,0.0007527505398938392
1763768.117,5436148.686,2986,11469,Landmark Trading Co Ltd,"8 Cleland Cres, Naenae",Lower Hutt,"8 Cleland Cres, Naenae",Lower Hutt,Lower Hutt,current 2009/10,1,1.1915410638098297e-06
1764921.137,5915808.905,2987,11470,Jacobsen Creative Surfaces,41 Morrin Road,Panmure Z2,PO Box 28 042,Remuera,Auckland,current 2009/10,242,0.0002880453303660614
1881592.871,5827641.745,2988,11471,Associated Lifts Ltd,63 Hull Road,Mount Maunganui,PO Box 2113,Tauranga,Tauranga,current 2009/10,3,0.0005211217170594276
1760580,5912361.345,2989,11474,The Tile City,270 Church St.,Onehunga Z1,PO Box 251 028,Pakuranga,Auckland,current 2009/10,6,0.0002880453303660614
1755944.793,5434778.296,2990,11482,JIT Storage Limited,"10A Cornish Street,",Petone,PO Box 44149,,Lower Hutt,current 2009/10,25,0.00030305714073883467
1754703.718,5931475.249,2991,11486,GMT Clothing Ltd.,36 Parkway Drive,Albany Z3,36 Parkway Drive,North Harbour,Auckland,current 2009/10,75,1.1915410638098297e-06
1766936.31,5905009.363,2992,11489,NZ Mantex Holding Co. Ltd.,13-15F Ryan Pl,"Manukau, Auckland,Z1",PO Box 76608,Manukau,Auckland,current 2009/10,1,0.0002880453303660614
1795778.693,5821769.741,2993,11504,Dold Industries Ltd Maui St,128-134 Maui Street,Te Rapa,PO Box 10 392,Te Rapa,Hamilton,current 2009/10,5,1.1915410638098297e-06
1760411.757,5911982.389,2994,11509,Rondo Building Services (Cptn Spring),117A Captain Springs Rd,Onehunga  Z1,PO Box 12-464,Penrose,Auckland,current 2009/10,1,0.0002880453303660614
1764934.87,5916123.609,2995,11511,Country Antiques Elizabeth Kno,"Unit 23, 49 Elizabeth Knox Place,Zone 2",Glenn Innes,489 Manukau Road,Epsom,Auckland,current 2009/10,1,0.0002880453303660614
1693449.023,5676762.216,2996,11513,Furniture Link Buller St,22-26 Buller St,New Plymouth,PO Box 476,,New Plymouth,current 2009/10,14,1.568065816949363e-06
1740167.546,5929999.71,2997,11517,Panache Promotions,31 Broadwood Rise,Kumeu Z3,31 Broadwood Rise,"RD2 Kumeu, Auckland",Auckland,current 2009/10,3,1.1915410638098297e-06
1761016.272,5912574.215,2998,11527,Maccaferri NZ Ltd,14 Goodman Place,Penrose Z1,PO Box 12 536,Penrose 1642,Auckland,current 2009/10,214,0.0002880453303660614
1756583.802,5434792.828,2999,11528,Tyco Flow Control (WLG),54 Hutt Road,Petone,P O Box 30 108,Lower Hutt,Lower Hutt,current 2009/10,19,0.00030305714073883467
1741320.374,5918789.638,3001,11533,Chuck's NZ Ltd,10 O'Neills Road,Swanson -Zone 2,10 O'Neills Road,Swanson,Auckland,current 2009/10,26,0.0002880453303660614
1753981.243,5932303.813,3002,11540,Allied Medical Ltd,29 Triton Drive,Albany Z3,PO Box 302 250,North Harbour,Auckland,current 2009/10,11,0.0002880453303660614
1623790,5432420,3003,11541,Talleys Fisheries Ltd - Nelson Division,Akersten Street,"Maitai warf, Port Nelson",PO Box 7064,,Nelson,current 2009/10,15,4.6531385176110034e-05
1562434.794,5179298.199,3005,11544,Lanocreme New Zealand Ltd,125 Waterloo Road,Sockburn,PO Box 11301,,Christchurch,current 2009/10,7,1.7572828390663113e-07
1758897.559,5911764.91,3007,11550,National Art Supplies Ltd,41 Neilson St,Onehunga Z1,PO Box 29 130,Greenwoods Corner,Auckland,current 2009/10,1,0.0002880453303660614
1565301.725,5178096.983,3009,11553,Hume Doors & Timber - CHC,26 Hammersmith Drive,"Wigram, Christchurch",PO Box 8946,"Riccarton, Christchurch",Christchurch,current 2009/10,65,1.7572828390663113e-07
1751998.693,5932310.008,3010,11554,MSI-Imports Ltd,Unit 4 Number 25 Airborne Rd,Albany Z3,PO Box 300 366,Albany,Auckland,current 2009/10,5,0.0002880453303660614
1765304.84,5915447.59,3012,11564,Storage King - Panmure,140 Jellicoe Rd,Panmure Z2,140 Jellicoe Rd,Panmure,Auckland,current 2009/10,18,0.0002880453303660614
1775343.924,5894789.612,3014,11572,Timtech Manufacturing Ltd,51 Hunua Road,"Papakura, Auckland Z2",PO Box 87-127,Auckland,Auckland,current 2009/10,36,1.1915410638098297e-06
1765874.028,5904464.044,3016,11579,Kolmar Laundry Ltd (Plunket Ave),58 Plunket Ave,Papatoetoe Z1,30 Kolmar Road,Papatoetoe,Auckland,current 2009/10,1,0.0002880453303660614
1931205.42,5606727.276,3017,11597,Crown Equipment Hastings,500 Coventry Road,Hastings,PO Box 13 063,Mahora 4155,Hastings,current 2009/10,1,0.0003068596125941006
1881145.736,5828688.569,3018,11598,Acushnet New Zealand Limited,"Unit 2, Totara Business Park",37-49 Totara Street,PO Box 5206,,Mount Maunganui,current 2009/10,14,0.0005211217170594276
1758540.134,5905531.065,3019,11601,SDV New Zealand Ltd,74 Richard Pearse Drive,Airport Oaks Z1,PO Box 43 241,Mangere,Auckland,current 2009/10,127,0.0002880453303660614
1564371.681,5178672.729,3020,11602,Officeplan,80 Hayton Road,Sockburn,P O Box 6197,Upper Riccarton 8442,Christchurch,current 2009/10,3,1.7572828390663113e-07
1761413.46,5913507.323,3021,11604,Trade Tools Ltd,23-27 Olive Rd,Penrose Z1,PO Box 112-114,Penrose,Auckland,current 2009/10,3,0.0002880453303660614
1563120.874,5184454.902,3022,11608,NZ Customs Service - CHC,26 Perimeter Road,Christchurch Airport,PO Box 14086,Christchurch Airport,Christchurch,current 2009/10,28,1.7572828390663113e-07
1459868.125,5085268.894,3023,11623,H&J Bruce Transport Ltd,226 Evans Street,Timaru,"PO Box 700, Washdyke",Timaru,Timaru,current 2009/10,13,1.8889649427210205e-05
1753786.086,5442138.709,3024,11624,Regal Manufacturers 1973 Ltd,17 Collins Ave,Linden,PO Box 51 051,Tawa,Wellington,current 2009/10,5,0.00030305714073883467
1574860.267,5176045.098,3026,11633,Kiwi Labels Ltd,6 Mary Muller Drive,Heathcote,PO Box 19707,,Canterbury,current 2009/10,17,0.0007527505398938392
1753214,5443027,3027,11642,NZ Scaffolding Supplies Ltd,14 Broken Hill Road,Porirua,"PO Box 19996, Woolston",Christchurch,Porirua,current 2009/10,6,1.1915410638098297e-06
1765704.607,5902245.258,3028,11644,Osmose NZ Ltd (Akl),14 Mayo Rd,"Wiri, Auckland  Z1",PO Box 88 048,Clendon Town,Auckland,current 2009/10,224,1.1915410638098297e-06
1760079.34,5909413.62,3031,11655,Chemstore Ltd,9-11 Rymer Place,Mangere Bridge Z1,PO Box 13 881,Onehunga,Auckland,current 2009/10,13,0.0002880453303660614
1751591.495,5931998.563,3033,11667,Dateline Imports,39 William Pickering Drive,Albany Z3,PO Box 101 071,North Shore Mail Centre,Auckland,current 2009/10,9,1.1915410638098297e-06
1768205.33,5907900.472,3034,11668,Budget Tyre Centre - AKL,287 East Tamaki Road,East Tamaki Z1,PO Box 100 717,NSMC,Auckland,current 2009/10,2,0.0002880453303660614
1806806.653,5797678.636,3036,11677,Blueberry Country Ltd,397 Jary Road,RD 1 Ohaupo Z2,397 Jary Road,R.D.1 Ohaupo,Te Awamutu,current 2009/10,2,1.1915410638098297e-06
1758150.399,5920928.605,3038,11680,Axis Intermodal - Bledisloe,14 Tinley Street,Auckland Z2,PO Box 897,Auckland 1140,Auckland,current 2009/10,3,0.0002880453303660614
1879652.276,5826038.368,3039,11681,NZ Customs Service - Sulphur Point,71-73 Mirielees Road,Sulphur Point,Box 5014,Mount Maunganui,Tauranga,current 2009/10,14,0.0005211217170594276
1406836.856,4914443.998,3041,11694,ICON Logistics (Timaru St),"61 Timaru St, Andersons Bay",Dunedin,PO Box 1021,,Dunedin,current 2009/10,418,0.00017336545090004872
1760340.657,5433565.734,3042,11695,Pudney & Lee Ltd,1 D Quadrant Drive,Gracefield,PO Box 39 200,WMC,Lower Hutt,current 2009/10,78,0.00030305714073883467
1563343,5184216,3044,11715,DHL Global Forwarding - CHC,Cnr Ron Guthrey Rd & Bolt Place,Christchurch,"PO Box 14033, Christchurch",,Christchurch,current 2009/10,283,1.7572828390663113e-07
1689316.518,5674220.723,3045,11716,Crown kiwi Enterprises,11 Manadon Street,Spotswood,PO Box 819,,New Plymouth,current 2009/10,3,1.568065816949363e-06
1751040.441,5939509.664,3046,11722,Natural Roofing Products Ltd,1513 East Coast Road,Redvale Z3,1513 East Coast Road,"Redvale, Albany",Auckland,current 2009/10,8,1.1915410638098297e-06
1760525.439,5912566.984,3048,11726,Carter Holt Harvey Ltd FULLCIR,102 Mays Rd,Te Papapa Z1,PO Box 12689,Penrose,Auckland,current 2009/10,13,0.0002880453303660614
1758917.597,5920304.935,3050,11763,NZ Customs Service - Parnell,135-147 The Strand,Parnell Z2,P O Box 29,Auckland,Auckland,current 2009/10,51,0.0002880453303660614
1569803.887,5179007.064,3051,11779,Brosnan Golf (NZ),166 Hazeldean Road,Addington,PO Box 7502,,Christchurch,current 2009/10,19,1.7572828390663113e-07
1769187.664,5879501.616,3053,11792,Herman's Saddlery Ltd,100 John Street,"Pukekohe, Auckland Z3",PO Box 514,Pukekohe,Auckland,current 2009/10,4,0.0002880453303660614
1876914.143,5822961.67,3054,11794,Kale Print & Design,12 Cypress Street,Judea,PO Box 13039,Tauranga,Tauranga,current 2009/10,30,0.0005211217170594276
1769190.883,5911524.736,3056,11798,Bunnings Distribution Centre,320 Ti Rakau Drive,Pakuranga - Z2  Auckland,PO Box 14436,Panmure,Auckland,current 2009/10,808,0.0002880453303660614
1617751.322,5425653.166,3058,11825,ENZA Foods New Zealand Limited,490 Nayland Rd,Stoke,PO Box 2014,Stoke,Nelson,current 2009/10,21,4.6531385176110034e-05
1933499,5608995,3060,11836,Discount Shoe Warehouse,Johnson Way Road.,Whakatu Industrial Park,PO Box 119,Whakatu,Hawkes Bay,current 2009/10,394,0.0003068596125941006
1797223.762,5819405.615,3061,11840,Camtech,789 Te Rapa Road,Te Rapa,PO Box 20152,Te Rapa,Hamilton,current 2009/10,3,0.0005211217170594276
1439329.961,5003153.395,3062,11844,Crest International,50 Lune St,South Hill,PO Box 289,,Oamaru,current 2009/10,5,1.8889649427210205e-05
1564039.886,5178563.363,3063,11851,Agrippa Paints 11851,16 Paradyne Place,Sockburn,PO Box 11 091,,Christchurch,current 2009/10,3,1.7572828390663113e-07
1933542.756,5603146.271,3064,11872,Redcurrent,176 Napier Road,Havelock North,143 Victoria Street,Christchurch 8013,Havelock North,current 2009/10,15,0.0003068596125941006
1565879.458,5179129.335,3065,11875,Smooth-Air Products Ltd,264 Annex Road,Riccarton,PO Box 8358,Smooth-Air Products Ltd,Christchurch,current 2009/10,19,1.7572828390663113e-07
1757919.252,5435195.907,3066,11881,Mitre 10 Mega - Petone,25 Bouverie Street,Petone,PO Box 44 003,"Lower Hutt, 5040",Lower Hutt,current 2009/10,3,0.00030305714073883467
1609118,5427028,3067,11889,Seifried Estate,Redwood Road,Appleby,PO Box 7020,,Nelson,current 2009/10,78,4.6531385176110034e-05
1574401.42,5176330.857,3068,11893,Hilton Hilsborough - CHC,32 Nuttall Drive,"Hilsborough, Christchurch",PO Box 11-311,"Sock burn, Christchurch",Christchurch,current 2009/10,1243,0.0007527505398938392
1760544.381,5911853.489,3069,11902,One Stop Pak Ltd.,268C Neilson St,Onehunga Z1,PO Box 62179,Mt Wellington,Auckland,current 2009/10,122,0.0002880453303660614
1768432.97,5907796.678,3073,11924,Process Machinery LTD,16 Ormiston Rd,East Tamaki Z1,PO Box 204096,"Highbrook, Manukau 2161",Auckland,current 2009/10,4,0.0002880453303660614
1753925.818,5932443.259,3074,11944,Sports Network Ltd Triton Dr,"Unit B, 26 Triton Drive",Albany Z3,PO Box 301119,Albany,Auckland,current 2009/10,20,0.0002880453303660614
1933963.587,5621625.409,3076,11958,Weldwell NZ - National Distribution Cent,64 Thames Street,Pandora,Private Bag 6025,Napier 4142,Napier,current 2009/10,22,0.0003068596125941006
1711632,5614888,3077,11961,"Fonterra - Whareroa,","Whareroa Road,",Hawera,"PO Box 444,",,Hawera,current 2009/10,3,1.568065816949363e-06
1571531.813,5179908.36,3078,11969,Big T Asian Supermarket,"306 Cashel Street,",Christchurch,PO Box 22-581,High Street,Christchurch,current 2009/10,32,1.1915410638098297e-06
1758161.374,5905937.296,3079,11980,Dangerous Goods Management,107 Montgomerie Road,Airport Oaks Z1,PO Box 53003,Auckland Airport,Auckland,current 2009/10,47,1.1915410638098297e-06
1769344.928,5913016.193,3080,11988,CGS Trading Ltd,9 Ben Lomond Crescent,Howick - Z2,PO Box 251361,Pakuranga,Auckland,current 2009/10,4,0.0002880453303660614
1753678.991,5914585.025,3081,11990,Foda Furniture (NZ) Ltd Stoddard,4B / 163 Stoddard Road,Mt Roskill Z2,4B / 163 Stoddard Road,Mt Roskill,Auckland,current 2009/10,5,0.0002880453303660614
1924473.777,5608767.853,3082,11995,Crasborns Coolstores Ltd,1460 Omahu Road,Crasborns Coolstores Ltd,1460 Omahu Road,R D 5,Hastings,current 2009/10,66,0.0003068596125941006
1749714.605,5945240.647,3083,12001,Prestige Housewares,17 David McCathie Drive,Silverdale zone 3,PO Box 302-290,North Shore Mail Centre,Auckland,current 2009/10,112,1.1915410638098297e-06
1765779.839,5902085.262,3084,12004,Salters Cartage Ltd,9 Bolderwood Place,Manukau Z1,PO Box 23 051,Hunters Corner,Auckland,current 2009/10,3,1.1915410638098297e-06
1763202.504,5911160.866,3085,12005,NZ Fresh Cuts Ltd,22 Bell Ave,Otahuhu Z1,PO Box 22 286,Otahuhu,Auckland,current 2009/10,6,1.1915410638098297e-06
1760695.604,5911825.654,3089,12045,Hatem Brothers NZ Ltd,277a Neilson St.,Onehunga zone 1,277a Neilson St.,Onehunga,Auckland,current 2009/10,7,0.0002880453303660614
1761217.248,5912401.168,3090,12050,AA Battery Service,347 Church Street,Penrose Z1,PO Box 12 943,Penrose,Auckland,current 2009/10,60,0.0002880453303660614
1754437.254,5929633.102,3091,12062,Kaitaia Fire,75B Ellice Road,Glenfield - Z3,PO Box 411,Kaitaia,Auckland,current 2009/10,1,0.0002880453303660614
1566747.165,5179232.935,3092,12074,Santra Enterprises Ltd,"Unit 1, 28 Acheron Drive",Middleton,PO Box 31 230,,Christchurch,current 2009/10,5,1.7572828390663113e-07
1763421.505,5909619.407,3094,12084,New Edition NZ Ltd,137 Station  Road,Otahuhu Z1,PO Box 22634,Otahuhu,Auckland,current 2009/10,8,1.1915410638098297e-06
1759883,5903009,3095,12085,Air NZ - Engineering Base,Laurence Stevens Drive,Auckland Airport Z1,PO Box 53 098,Auckland International Airport,Auckland,current 2009/10,22,1.1915410638098297e-06
1766925.748,5903183.897,3096,12088,D&A Marketing Ltd.,13 Earl Richardson Ave,Manuakau Z1,2 Brian Slater Way,"Stonefields, St Johns, Auckland",Auckland,current 2009/10,124,0.0002880453303660614
1882477.559,5826706.026,3097,12095,Toll Tranzlink - TGA,12-18 Aerodrome Rd,Mt Maunganui,"Toll NZ Consolidated Ltd, PO Box 10 111",Arataki,Mount Maunganui,current 2009/10,85,0.0005211217170594276
1763630.894,5910636.94,3098,12105,Multispares NZ Ltd,7 Pukeiti Road,Otahuhu Z1,PO Box 31295,Lower Hutt,Auckland,current 2009/10,10,0.0002880453303660614
1752172.833,5932209.144,3103,12121,Glasscorp Ltd,124 Bush Road,Albany Z3,PO Box 100-211,North Shore Mail Centre,Auckland,current 2009/10,74,0.0002880453303660614
1754066.923,5932422.215,3105,12124,KB Toys Ltd,29 Canaveral Drive,"Albany, z3",M136 Private Bag 300987,Albany,Auckland,current 2009/10,38,0.0002880453303660614
1571848.915,5179179.219,3106,12127,Chris Farnley Personal Watercraft,499 Moorhouse Avenue,Phillipstown,499 Moorhouse Avenue,Phillipstown,Christchurch,current 2009/10,1,0.0007527505398938392
1754320.46,5439499.224,3107,12130,Dometic New Zealand Ltd,26 Cashew Street,Grenada North,PO Box 13 502,Johnsonville,Wellington,current 2009/10,17,0.00030305714073883467
1755008.825,5876327.441,3108,12143,Faber Glasshouses (NZ) Ltd,6 Hoskings Place,Waiuku Z2,PO Box 36,Waiuku,Auckland,current 2009/10,7,1.1915410638098297e-06
1758147.212,5906432.806,3109,12151,Top Tranz Ltd - AKL,31 Aintree Avenue,Airport Oaks Z1,P O Box 73 072,Auckland International Airport,Auckland,current 2009/10,576,0.0002880453303660614
1793740.545,5905037.405,3110,12153,Huerner Welding Technology NZ,389 Kawakawa Orere Road Z3,Auckland 1750,389 Kawakawa Orere Road,,Auckland,current 2009/10,1,0.0002880453303660614
1575193.271,5179705.342,3111,12154,NS Drainage Ltd,21 Lupins Lane,Bromley,4 Blake Street,South brighton,Christchurch,current 2009/10,1,0.0007527505398938392
1806844.647,5449559.003,3113,12170,Michael Nalder Limited,65 Main Steet,Greytown,PO Box 6738,Marion Square 6141,Wellington,current 2009/10,3,1.1915410638098297e-06
1761855.144,5912964.018,3114,12175,Spotless Plastics,30 O'Rorke Road,Penrose Z1,PO Box 12 796,Penrose,Auckland,current 2009/10,22,0.0002880453303660614
1768293.991,5909832.631,3115,12180,W&R Jack Ltd,19 Allens Road,East Tamaki z 1,PO Box 259 174,Greenmount,Auckland,current 2009/10,45,0.0002880453303660614
1759493.731,5432027.102,3116,12185,PBT Transport Ltd - WLG,109 Port Road,Seaview,PO Box 38 583,Petone,Lower Hutt,current 2009/10,271,0.00030305714073883467
1799140.056,5814864.864,3117,12186,Aurora Agencies,21 Bandon Street,Frankton,PO Box 9573,,Hamilton,current 2009/10,3,0.0005211217170594276
1710625.043,5645391.955,3118,12190,Dairymaster Milking Systems,76 Juliet St,Stratford,PO Box 278,,Stratford,current 2009/10,1,1.1915410638098297e-06
1748584.077,5917339.366,3119,12192,Arrow Marketing Ltd,18 Saunders Place,Avondale z2,PO Box 15 299,New Lynn,Auckland,current 2009/10,1,0.0002880453303660614
1820625,5653821,3120,12203,Ruapehu Alpine Lifts,Top of the Bruce,"Bruce Road, Mt Ruapehu",Private Bag,Mt Ruapehu,Taumarunui,current 2009/10,2,0.0003068596125941006
1562717.778,5179133.486,3121,12211,PBT Transport Ltd - CHC,40 Braeburn Drive,Sockburn,PO Box 11321,,Christchurch,current 2009/10,85,1.7572828390663113e-07
1761641,5913276,3123,12215,James Hardie,2 O'Rourke Rd,Penrose z1,PO Box 12070,Penrose,Auckland,current 2009/10,221,0.0002880453303660614
1768592,5909625,3124,12216,Schwarzkopf Ltd (Springs Rd),106 Springs Road,East Tamaki z 2),Po Box 58493,Greenmount,Auckland,current 2009/10,73,0.0002880453303660614
1927006,5604214,3125,12219,Emmerson Transport Limited (Wellwood),Wellwood Road,Hastings,PO Box 2351,Stortford Lodge,Hawkes Bay,current 2009/10,93,1.1915410638098297e-06
1766251.072,5903077.316,3126,12227,Trail Com Ltd.,15 Oak Rd,Manukau Z1,PO Box 98 961,South Auckland Mail Center,Auckland,current 2009/10,25,1.1915410638098297e-06
1764192.461,5904314.175,3128,12249,Safe Store Public Storage - Puhinui Rd,"316 Puhinui Road,",Papatoetoe Z1,"316 Puhinui Road,",Papatoetoe,Auckland,current 2009/10,62,0.0002880453303660614
1751780.279,5931605.983,3129,12250,Bio-Strategy Limited,22 William Pickering Drive,Albany Z3,PO Box 303385,North Harbour,Auckland,current 2009/10,1,0.0002880453303660614
1571807.266,5186836.777,3131,12266,Elk City,30 Quaids Rd,Marshland,236 Barbadoes Street,Christchurch,Christchurch,current 2009/10,19,1.7572828390663113e-07
1769233.316,5907957.203,3132,12268,Stihl (NZ) Ltd,9 Bishop Browne Place Z2,East Tamaki,PO Box 97 257,SAMC,Auckland,current 2009/10,87,1.1915410638098297e-06
1759843.894,5909587.202,3133,12273,Gracefield Paper NZ Ltd - AKL,25 Mahunga Drive,Mangere Bridge Z1,PO Box 12187,Penrose,Auckland,current 2009/10,50,0.0002880453303660614
1570260.088,5179658.749,3135,12282,Southern Hospitality,96 Tuam Street,Christchurch,Po Box 425,Dunedin,Christchurch,current 2009/10,62,1.7572828390663113e-07
1768347.681,5908452.13,3136,12286,New Bright Development Ltd,Unit C/331 East Tamaki Road,East Tamaki Z2,PO Box 58238,Greenmount,Auckland,current 2009/10,26,1.1915410638098297e-06
1763615.007,5909854.551,3137,12287,Soung Yueen & Co Ltd Moa St,19-21 Moa Street,"Otahuhu, Auckland Z1",PO Box 90-031,Auckland Mail Centre,Auckland,current 2009/10,20,0.0002880453303660614
1796846.899,5818745.497,3139,12310,SCA Hygiene Australasia - HLZ,37 Forman Rd,Hamilton,PO Box 10138,"Te Rapa, Hamilton",Hamilton,current 2009/10,148,1.1915410638098297e-06
1744831.997,5916098.583,3140,12313,Ian Goodwin Car Upholstery,96 Henderson Valley Road,Henderson Z2,96 Henderson Valley Road,Henderson,Auckland,current 2009/10,3,0.0002880453303660614
1406262.799,4915283.288,3141,12314,Southfreight Container Yard.,17-19 Strathallan Street,South Dunedin,PO Box 1,South Dunedin,Dunedin,current 2009/10,17,0.00017336545090004872
1570371,5180305,3143,12321,Dominion Carpet Company Ltd,60 Durham Street,Christchurch,PO Box 7199,Christchurch,Christchurch,current 2009/10,6,1.7572828390663113e-07
1769580.001,5909035.584,3144,12323,Premier Business Forms,443 East Tamaki Rd,East Tamaki Z2,PO Box 51015,East Tamaki,Auckland,current 2009/10,5,1.1915410638098297e-06
1765512.704,5908103.954,3145,12328,Auckland Car Spares Ltd,19  Bairds Rd,Otara Z1,PO Box 13032,Onehunga,Auckland,current 2009/10,2,0.0002880453303660614
1567361.179,5205620.371,3146,12330,Outsider Mountain Sports Ltd,24a Albert Street,Rangiora,Po Box 117,Rangiora,Christchurch,current 2009/10,4,1.1915410638098297e-06
1756059.511,5919137.325,3147,12335,French Country Collections.,1 Pollen St,Grey Lynn Z2,Po Box 68-319,Newton,Auckland,current 2009/10,9,0.0002880453303660614
1745971.872,5940520.976,3148,12341,CSM Ltd,35 Richards Road,Dairy Flat z3,35 Richards Road,Dairy Flat,Auckland,current 2009/10,3,0.0002880453303660614
1750093.97,5946168.228,3151,12368,Elk Shingles Ltd,Unit F/ 16E Flexman Place,Silverdale Z 3,64 Kath Hopper Drive,Orewa,Auckland,current 2009/10,40,1.1915410638098297e-06
1762597.388,5912351.111,3152,12370,Tai Ping Trading Co Ltd,11 Industry Rd,Penrose -Zone 1,11 Industry Road,Penrose,Auckland,current 2009/10,304,0.0002880453303660614
1771156.873,5576318.758,3153,12374,Novalok Storage Systems,436 Heads Road,Wanganui,P O Box 751,,Wanganui,current 2009/10,12,1.1915410638098297e-06
1762571.259,5912395.511,3154,12377,Waterco NZ Ltd,7 Industry Rd,Penrose Z1,Private Bag 99942,Newmarket,Auckland,current 2009/10,28,1.1915410638098297e-06
1758141.467,5906386.584,3155,12378,AB Food Industries Ltd,35 Aintree Ave,Airport Oaks Z1,PO Box 107 035,Mangere,Auckland,current 2009/10,9,0.0002880453303660614
1753680.581,5932489.883,3157,12386,Anzor Fastners Ltd,8 Arrenway Drive,"Albany,z 3",PO Box 300 468,Albany,Auckland,current 2009/10,5,0.0002880453303660614
1756695.949,5920033.064,3158,12387,Canterbury of NZ,147 Nelson Street,Auckland Z2,PO Box 911075,Auckland City,Auckland,current 2009/10,8,0.0002880453303660614
1769136.401,5912842.345,3159,12390,Sunway International Trading,4/31 Ben Lomond Cres,Pakuranga Z2,6 Dorrit Lane,Howick 2014,Auckland,current 2009/10,3,0.0002880453303660614
1402819.761,4914953.828,3160,12392,Hair Accessories Ltd - DUD,"Unit 2, 26 McNab St, Kaikorai Valley",Dunedin,PO Box 5250,Dunedin,Dunedin,current 2009/10,4,1.1915410638098297e-06
1758626.438,5906754.336,3161,12395,Intercity Haulage Ltd,50 Ascot Rd,Airport OaksZ1,252 Razorback Road,RD2 Pokeno,Auckland,current 2009/10,308,0.0002880453303660614
1751985.465,5932067.759,3162,12399,Allco Agencies Ltd,5b Airborne Road,Albany Z3,PO Box 101 903,North Shore Mail Centre,Auckland,current 2009/10,25,0.0002880453303660614
1508077,5161396,3163,12406,Perry Farms,Rapd 1938 Backtrack,Barrhill,"C/- Bruce Perry ""Balrazie""",RD12 7782,Rakaia,current 2009/10,2,1.7572828390663113e-07
1565081.838,5177957.908,3164,12412,Stewarts Sales & Service Ltd,69 Hammersmith Drive,Wigram 8042,PO Box 8360,Riccarton 8440,Christchurch,current 2009/10,14,1.7572828390663113e-07
1571301.849,5178769.658,3165,12413,Weld Worx,91 Kingsley St,Sydenham,91 Kingsley Street,Sydenham,Christchurch,current 2009/10,1,0.0007527505398938392
1775038.649,5445968.193,3167,12420,Oderings Nurseries Ltd,1066 Fergusson Drive,Upper Hutt,1066 Fergusson Drive,Upper Hutt,Upper Hutt,current 2009/10,2,1.1915410638098297e-06
1745409.63,5916157.912,3170,12425,Power Forklifts Ltd,134 Railside Avenue,Henderson Z2,134 Railside Avenue,Henderson,Auckland International Airport,current 2009/10,9,1.1915410638098297e-06
1768275.294,5907770.623,3171,12426,AV Supply Group Ltd,Unit 2/ 4-6 Ormiston Road,Flat Bush Z1,PO Box 259 201,Greenmount,Auckland,current 2009/10,12,0.0002880453303660614
1926207,5779650,3172,12435,SCA Hygiene Australasia - Kawerau,Fletcher Ave,Kawerau,Private Bag 1003,Kawerau,Kawerau,current 2009/10,94,1.1915410638098297e-06
1765201.582,5902262.296,3175,12447,Briscoes Distribution Centre,Cnr Roscommon and Hautu Rds,Wiri - Zone 1,PO Box 884,Auckland,Auckland,current 2009/10,1114,1.1915410638098297e-06
1769247.454,5912523.378,3176,12448,Ruyi Granite,16 Rylock Place,East Tamaki Zone 2,16 Rylock Place,East Tamaki,Auckland,current 2009/10,2,0.0002880453303660614
1680072,6023382,3177,12450,Compac Furniture,Mako Street,Dargaville,PO Box 393,,Dargaville,current 2009/10,2,1.1915410638098297e-06
1750278.436,5914664.144,3178,12452,Lin Hing Company Ltd,27 Stock Street,New Lynn Z2,PO Box 19480,New Lynn,Auckland,current 2009/10,28,1.1915410638098297e-06
1765069.525,5902353.558,3179,12454,Mushroom R & D,8 Ha Crescent,"Manukau, Auckland Z1",PO Box 58928,Greenmount,Auckland,current 2009/10,9,0.0002880453303660614
